912573	906999
912586	163075
912586	463515
912586	624300
912586	804489
912597	216304
912597	665027
912669	324502
912669	435183
912683	832374
912683	845798
912683	906630
912689	725659
912689	751211
912717	32163
912717	48888
912717	134750
912717	138746
912717	230053
912717	409118
912717	624510
912717	686544
912717	791303
912717	808650
912717	812640
912717	914865
912729	557124
912729	607736
912729	869315
912764	422285
912764	914698
912771	147982
912771	166435
912771	581823
912771	604520
912775	845798
912775	906630
912775	915031
912777	143197
912777	222591
912777	226374
912777	319924
912777	456439
912777	502388
912777	631811
912777	757240
912777	765215
912781	481942
912781	641941
912787	173911
912787	507979
912787	798821
912787	866946
912793	98324
912793	123683
912793	127523
912793	384666
912793	415583
912793	447011
912793	452291
912793	629219
912793	659874
912793	872581
912829	101189
912829	346441
912830	136364
912830	555924
912831	851772
912861	847926
912861	916047
912890	311660
912890	776888
912894	1756
912894	33477
912894	59559
912894	149067
912894	192945
912894	199186
912894	232263
912894	246987
912894	345018
912894	392101
912894	401005
912894	491814
912894	591928
912894	636054
912894	682781
912894	827866
912894	888046
912913	32163
912913	138746
912913	153444
912913	658236
912913	697519
912913	747032
912913	812640
912924	234244
912924	265774
912924	382721
912924	457971
912924	537687
912924	540373
912924	558791
912924	564521
912924	664079
912924	743187
912924	765782
912924	811049
912924	836287
912924	854969
912924	907556
912953	914793
912960	331829
912960	398625
912960	433466
912960	832043
912960	836472
912980	51310
912980	134225
912980	173798
912980	183307
912980	192286
912980	248059
912980	272995
912980	407286
912980	407841
912980	503710
912980	599516
912980	758964
912980	788172
913002	104688
913002	128082
913002	464602
913002	799860
913002	858267
913002	878702
913015	451794
913015	665875
913025	17412
913025	109040
913025	286470
913025	394264
913025	406397
913025	513493
913025	600897
913025	787964
913025	915857
913029	658124
913049	832374
913049	845798
913049	906630
913050	193414
913050	913693
913062	232844
913062	298511
913062	606059
913081	204626
913081	243324
913081	532391
913081	535309
913081	680450
913081	751384
913081	813872
913081	845446
913081	886156
913083	71971
913083	111026
913100	716770
913110	353654
913110	424478
913110	441714
913110	599265
913110	646796
913110	713551
913110	794339
913110	914722
913166	213432
913166	252341
913166	469876
913185	104922
913185	220138
913185	236805
913185	287235
913185	544669
913185	558401
913185	583736
913185	603849
913185	642759
913185	658103
913185	696343
913185	751536
913185	828963
913185	896824
913213	254613
913213	352429
913213	379358
913213	614831
913232	397885
913233	24242
