281068	90543
281068	101514
281068	105147
281068	121417
281068	128047
281068	143037
281068	151707
281068	153746
281068	170473
281068	193826
281068	204315
281068	212707
281068	219188
281068	227591
281068	228296
281068	235570
281068	241587
281068	251442
281068	256234
281068	259439
281068	262801
281068	265957
281068	266513
281068	272254
281068	273998
281364	149638
281077	15679
281077	30286
281077	70017
281077	82702
281077	159517
281077	195085
281077	222726
281077	258657
281079	226411
281100	35084
281100	41117
281100	58764
281100	86240
281100	248139
281100	270771
281105	168930
281105	193798
281105	226411
281105	236666
281113	226411
281152	35084
281152	41117
281152	58764
281152	86240
281152	248139
281152	270771
281181	226411
281183	7522
281183	8261
281183	39335
281183	43407
281183	44116
281183	46227
281183	56626
281183	110893
281183	112858
281183	114316
281183	156959
281183	165336
281183	166057
281183	183865
281183	184727
281183	200561
281183	204562
281183	214427
281183	226411
281183	228449
281183	243109
281183	254862
281183	257879
281183	263771
281183	265428
281183	278875
281197	2208
281197	9236
281197	13078
281197	19348
281197	25181
281197	26849
281197	39024
281197	45061
281197	73239
281197	75538
281197	84070
281197	90515
281197	92419
281197	121635
281197	138689
281197	139864
281197	145462
281197	150391
281197	160831
281197	167367
281197	169254
281197	183947
281197	216233
281197	226411
281197	229024
281197	245938
281197	247745
281197	256214
281197	258071
281197	266688
281197	273424
281197	274882
281197	277815
281197	279419
281219	35084
281219	41117
281219	58764
281219	86240
281219	248139
281219	270771
281221	153771
281464	35305
281464	73531
281464	225678
281223	226411
281265	35084
281265	41117
281265	58764
281265	86240
281265	248139
281265	270771
281286	42894
281286	45760
281286	57251
281286	60500
281286	211293
281286	237448
281286	248028
281291	96387
281291	274216
281307	226411
281318	35084
281318	41117
281318	58764
281318	86240
281318	248139
281318	270771
281332	226411
281393	485
281393	52268
281422	226411
281424	226411
281443	23812
281443	110213
281443	113875
281443	115362
281443	132167
281443	142966
281443	158821
281443	186750
281443	198761
281443	211089
281443	225872
281443	239788
281443	262422
281443	263075
281443	272420
281466	14344
281466	29314
281466	48213
281466	61747
281466	67252
281466	113133
281466	113398
281466	116488
281466	132068
281466	137492
281466	147479
281466	186207
281466	187994
281466	199174
281466	226411
281466	229877
281466	254698
281466	261386
281466	262319
281466	263242
281466	269227
281466	271068
281466	271160
281474	15760
281474	186750
281474	225872
281474	263297
281485	21588
281485	186750
281485	187769
281485	225872
281492	56878
281492	212119
281498	226411
281514	226411
281523	14125
281523	19470
281523	20533
281523	53055
281523	84428
281523	92641
281523	116180
281523	117864
281523	141370
281523	165189
281523	177014
281523	226290
281523	243180
281523	244195
281523	247252
281523	281568
281536	68295
281537	226411
281559	20468
281559	27115
281559	32916
281559	132088
281559	153450
281559	255754
281559	278668
281567	226411
281573	14125
281573	19470
281573	20533
281573	53055
281573	84428
281573	92641
281573	116180
281573	117864
281573	141370
281573	165189
281573	177014
281573	226290
281573	243180
281573	244195
281573	247252
281573	281568
281574	226411
281581	251876
281581	272765
281585	35084
281585	41117
281585	58764
281585	86240
281585	222332
281585	248139
281585	270771
281593	207801
281593	218170
281627	226411
281646	226411
281647	2963
281647	59492
281647	71784
281647	74506
281647	77116
281647	92907
281647	119221
281647	195085
281700	26525
281700	32342
281700	64366
281700	100167
281700	132175
281700	145188
281700	152241
281700	173359
281700	176355
281700	183269
281700	186750
281700	225872
281700	226678
281700	245909
281700	246060
281715	186750
281715	225872
281728	197
281728	7695
281728	14246
281728	14709
281728	15452
281728	18522
281728	21204
281728	27914
281728	28243
281728	36090
281728	44144
281728	44867
281728	47649
281728	52680
281728	53085
281728	55341
281728	57607
281728	60561
281728	62336
281728	63856
281728	64812
281728	68009
281728	71958
281728	74727
281728	75952
281728	82637
281728	83341
281728	92111
281728	93879
281728	94115
281728	95925
281728	100738
281728	107368
281728	112111
281728	115114
281728	115825
281728	117891
281728	122916
281728	126917
281728	129185
281728	130832
281728	137690
281728	139924
281728	140547
281728	143428
281728	145500
281728	152170
281728	154835
281728	174002
281728	177176
281728	177701
281728	187986
281728	196367
281728	204569
281728	205831
281728	209902
281728	215448
281728	218460
281728	220953
281728	226137
281728	230963
281728	235469
281728	236225
281728	238139
281728	239595
281728	245744
281728	246928
281728	248255
281728	252035
281728	259094
281728	265387
281728	266488
281728	272690
281728	273292
281728	273467
281728	276237
281728	278218
281728	279153
281728	279226
281728	281196
281778	177724
281785	226411
281813	186750
281813	216451
281813	225872
281849	14125
281849	19470
281849	20533
281849	53055
281849	84428
281849	92641
281849	116180
281849	117864
281849	141370
281849	165189
281849	177014
281849	226290
281849	243180
281849	244195
281849	247252
281849	281568
281865	186750
281865	225872
281888	114388
281888	192969
281888	233184
